	2009.0417713901377
Shigeto Yamawaki	2003.0
Yubo Xie	2015.0
Subhaneil Lahiri	2013.0
Jonathan Balzer	2013.4285714285713
Silke Eckstein	2006.5
Liqiang Geng	2004.0
Hua Ouyang	2010.4
Byoung-Tak Zhang	2003.7142857142858
Shujia Zhou	2013.0
Satoshi Oyama	2009.0
Christopher J. Smith	2012.0
Yousef Elmehdwi	2015.0
Simon Tretter	2014.0
Andreas Bartels	2009.0
Miao Xu	2014.0
Takashi Washio	2008.1875
Siyu Gu	2011.0
David W. Albrecht	2010.0
Mike Sips	2003.0
Stefano Alletto	2014.0
Antonio Agudo	2013.6666666666667
Ulrik R. Beierholm	2007.0
Sven Groppe	2009.0
Duarte Gonçalves	2008.0
Raj Velamur Srinivasan	2014.0
Yifei Lou	2007.0
Kuralmani Vellaisamy	2007.0
Scott Faro	2010.0
Preben Hansen	2011.0
Demir Gokalp	2007.0
Hans-Arno Jacobsen	2015.0
Lan Du	2011.5
Gang Lin	2001.0
Edgar Acuña	2005.0
Chih-Fong Tsai	2003.0
Edouard Grave	2011.0
Ziqiang Shi	2015.0
Seferina Mavroudi	2001.0
Carlos Nascimento Silla Jr.	2009.0
Jens Michael Carstensen	2000.0
Roy Anati	2008.5
Liam Pedersen	2000.0
Alexandre Lacoste	2012.5
Kai Li	2011.0
Xiaochen Wu	2006.6666666666667
Hemanth Venkateswara	2015.0
Bogdan Tomoyuki Nassu	2008.0
Alexander Ladikos	2007.5
Xianchao Qiu	2008.0
Christian Barillot	2000.0
Ronald Chi-kit Chung	2014.0
Matthew J. Leotta	2009.0
Mandar Mitra	2011.5
Jon Parker	2012.0
Demetrios Zeinalipour-Yazti	2014.6666666666667
Giri Narasimhan	2007.0
Pengfei Shi	2008.0
Enrico Ferrari	2011.0
Zhanpeng Fang	2013.5
Pinaki S. Mitra	2006.0
Cemil Kirbas	2000.0
Latanya Sweeney	2006.3333333333333
Dirk Schulz	2001.0
Francesco Tarquini	2010.0
Mriganka Sur	2008.0
Jens K. Mueller	2012.0
Mengwen Liu	2015.0
Jingdong Wang	2011.0416666666667
Dan Shen	2015.0
D. Yuan	2005.0
Oliver Haase	2000.0
Morten Middelfart	2013.0
Maxim N. Grinev	2009.0
Manuel Jorge Cardoso	2015.0
Omar Ocegueda	2011.0
Robert Görke	2008.0
David A. McAllester	2006.2380952380952
Chia Huey Ooi	2005.0
Lorenzo Seidenari	2014.0
Baogang Wei	2009.0
Christopher Thomas	2014.0
Chung-Kuang Chou	2015.0
John M. Rosenberg	2001.0
Zhaozhong Jiang	2008.0
Magnus Oskarsson	2011.6666666666667
Vashist Avadhanula	2014.0
Anthony Lobay	2004.0
Xuejiao Cui	2015.0
Amir Averbuch	2005.5
Nir Rosenfeld	2016.0
Vivek Jain	2003.0
Akihiro Takaichi	2008.0
Fabio Crestani	2007.2083333333333
Jiayan Jiang	2009.75
Chao Li	2012.6
Hsing-Ying Zhong	2008.0
Hsiao-Wei Hu	2009.0
Nihit Desai	2013.5
Zeno Gantner	2010.5
Liyan Liu	2014.0
Saikat Mukherjee	2002.8333333333333
Che-Bin Liu	2004.0
Yongduek Seo	2006.4
Robert Pasley	2004.0
Clare M. Tempany	2001.0
Stefano Pisani	2009.0
Hansen F. Chen	2000.5
Krishna P. Leela	2010.5
Ata Turk	2014.5
Kang Wook Lee	2000.0
Loren G. Terveen	2003.0
Shinn-Ying Ho	2006.0
Sadegh Nobari	2015.0
Kia Makki	2001.0
Gérard Govaert	2012.0
Maurizio Atzori	2006.0
Yong Ki Lee	2009.0
Lucrezia Macchia	2013.0
Carlos A. Heuser	2013.0
Alexander Todorov	2010.0
Cristian Danescu-Niculescu-Mizil	2013.0
Evan Archer	2012.75
Shivakumar Vaithyanathan	2003.6666666666667
Badrul Sarwar	2013.0
Dmitry Malioutov	2014.5
Yael Pritch	2007.2
Albert Bifet	2012.0
Nadia Payet	2010.0
David West	2005.0
Junli Liu	2010.0
Aravind Venkatachalam	2010.0
Ran He	2010.5
Varun Ramakrishna	2013.5
Yi Xia	2004.0
Zheng Chen	2007.1764705882354
Ulrich Bauer	2015.0
Andrea Pohoreckyj Danyluk	2007.3333333333333
Marc Tommasi	2012.0
Joe Marques	2005.0
Cédric Lagnier	2014.0
Yanlin Guo	2004.2
Ralph Krieger	2008.142857142857
Aurélien Bellet	2013.5
An-Chun Luo	2012.0
Jaehwa Kim	2009.0
Vincenzo Croce	2009.0
Pierre-Francois Marteau	2010.0
James Graham	2007.0
Jon Crowcroft	2010.0
Rong-Sing Huang	2014.0
Yasushi Makihara	2010.5
Demian Wassermann	2014.0
Martin Ester	2009.625
Daan Van Britsom	2015.0
Ziyu Lu	2014.5
Andrew J. Frank	2009.0
Eyal Ofek	2007.5
Wai-Shing Ho	2009.6666666666667
Tal Arbel	2012.0
Hyun Oh Song	2013.6666666666667
Mei Kobayashi	2008.0
Christos Giannoukos	2005.0
Xingguang Wang	2015.0
Debabrata Dash	2011.0
Fernando Lozano	2000.5
Quanfu Fan	2011.2
Hisham Al-Mubaid	2006.0
Wei-Min Shen	2002.0
Jeroen B. P. Vuurens	2015.0
Josep Lladós	2009.0
Yasuhiro Mukaigawa	2009.5
Rodney McKellip	2008.0
Pierre Garrigues	2008.3333333333333
Maria Carolina Monard	2011.0
Marcos Ortega	2011.5
Jose Juan Hernandez	2013.0
David W. Hogg	2015.0
Jiwon Seo	2015.0
Yan Wang 0002	2014.0
Ferhan Türe	2012.0
Xiao Ma	2008.0
Liam Paninski	2008.125
Michael P. Angus	2013.0
Kamer Kaya	2013.0
Hiroshi Sawada	2014.0
Linsey Xiaolin Pang	2014.0
Joe Neeman	2014.5
Toby P. Breckon	2012.0
Marc Haelterman	2012.0
Shengye Yan	2007.5
Hao Yan	2009.5
Min Li	2012.4
Ming Ye	2000.5
Yashwanth Hemaraj	2008.0
Qiuhua Liu	2009.0
Krishna V. Shenoy	2008.7142857142858
Tien-Vu Nguyen	2014.0
Ido Guy	2011.5
Anne Hendrikse	2009.0
Ángel Rodríguez-Vázquez	2002.0
Jing Xu	2011.5
Emanuele Di Buccio	2013.0
Yu-Ming Hsieh	2002.0
Meeyoung Cha	2013.0
Stephen J. Maybank	2008.375
J. Hyam Rubinstein	2007.0
Frank P. Ferrie	2007.75
Lee D. Coraor	2000.0
Xin-Shun Xu	2015.0
Tom A. M. Kevenaar	2008.0
Henry Shu-Hung Chung	2008.0
Liping Jing	2010.25
Gong Chen	2005.0
Flavia Moser	2009.0
Chris Lokan	2008.0
Alessandro Vespignani	2006.5
Li Ding	2014.0
Paulo Martins Engel	2006.0
Cosmin Paduraru	2005.0
Sándor Darányi	2000.0
Yuan Xuan	2015.0
César A. Hidalgo	2014.0
Engelbert Mephu Nguifo	2005.0
Matia Pizzoli	2011.0
Saket Sathe	2014.0
Zhiwei Li	2010.2857142857142
Bastian Goldlücke	2005.6666666666667
Hedi Tabia	2014.0
Sandeep Seri	2002.0
Pablo Speciale	2014.0
Alfonso Valencia	2004.0
Michael J. O'Hara	2010.0
Steven Bohez	2015.0
Ruiduo Yang	2008.0
Zhenwen Dai	2011.0
Massimo Gottardi	2015.0
Zhimin Cao	2010.0
Wim Moreau	2009.0
Prathima Rao	2013.0
Jafar Tanha	2012.5
S. Narayanan	2001.0
David Taniar	2005.6666666666667
Johanna Vainio	2011.0
Erind Bedalli	2014.0
George Michailidis	2010.0
Mustafa Bilgic	2010.8
Shalini Gupta	2011.0
Ghim-Eng Yap	2010.3333333333333
Alok Gupta	2003.0
Giorgio Corani	2014.5
Yiyao Lu	2013.0
Arindam Khan 0001	2011.0
Pierre Dupont	2006.6666666666667
Joseph Gonzalez	2013.5
Chye Hwang Yan	2008.0
Anna Monreale	2011.6666666666667
Aaron J. Gruber	2002.5
Shekhar R. Gaddam	2007.0
Yuto Yamaguchi	2015.0
Giovanni Romano 0002	2010.0
Gabriel Curio	2003.4
Melanie Hilario	2006.3
Xingshe Zhou	2012.0
Aasa Feragen	2014.0
Xuan Cheng	2013.0
Bernabé Linares-Barranco	2005.0
Márcio L. A. Vidal	2006.0
Patricia B. Cerrito	2003.0
Susana Ladra	2008.0
Jiejie Zhu	2010.2
Lisiane Pruinelli	2015.0
Ana Paula Appel	2010.0
Hadi Saboohi	2013.0
Xixian Han	2014.0
Tsuyoshi Idé	2008.6
Adam Ponzi	2008.0
Wenxuan Shi	2014.0
Madhuchand Rushi Pillutla	2011.0
Pierre-Louis Bazin	2008.6666666666667
Marine Campedel	2013.0
Gary G. Yen	2005.0
James Y. Zhang	2014.0
Giorgio A. Ascoli	2001.0
Xiatian Zhu	2013.5
Mark A. Hall	2001.3333333333333
Aris Gkoulalas-Divanis	2011.2
Michael T. Heath	2013.0
Seong-Joon Lee	2007.0
Gregory D. Hager	2007.1666666666667
Jacob Bank	2011.0
Djamila Aouada	2012.0
W. H. Adams	2003.0
Kieran McDonald	2002.5
Miroslav Dudík	2009.1818181818182
Bernardo Magnini	2002.0
Simon Lucey	2009.857142857143
Kazuo Hara	2015.0
Ting Yu	2007.2142857142858
Michel Amat	2011.0
Baris Sumengen	2006.5
Min Xu	2011.6
Scott Von Duhn	2007.0
Yoshitaka Suda	2013.0
Scott Wehrwein	2013.0
Michael Jones	2008.0
Raffaella Settimi	2013.0
Chung-Sheng Li	2003.5
Deborah S. Gross	2005.0
Derek L. G. Hill	2006.0
Kwan-Liu Ma	2007.5
Klaus Peithner	2000.0
Vaida Ceikute	2013.0
Farnaz Moradi	2014.0
Einav Namer	2006.0
Natalia Hernandez-Gardiol	2001.5
Yutaka Matsuo	2011.4
Sara A. Solla	2001.6666666666667
Chris Bailey	2007.0
Djemel Ziou	2008.1666666666667
Anshuman Razdan	2009.0
Steven J. Rennie	2009.0
Nan-Ching Huang	2014.3333333333333
Rizwan Ahmed Khan	2012.0
Philipp Mayr	2013.0
Neville Mehta	2009.5
Kai-Fu Lee	2008.0
Yiming Ma	2004.5
J. Madhukara	2015.0
Inderpal Singh Mumick	2005.0
Liuzhong Yang	2006.0
Yakoub Salhi	2015.0
Jonathon Read	2012.0
Fengyi Song	2009.0
Kai-Pui Lam	2002.0
Ronnie Lee	2001.0
Tal Hassner	2011.6666666666667
Joel D. Martin	2001.0
Christian W. Eurich	2002.0
Lian Yan	2003.0
Lutz-Peter Nolte	2006.0
Runshun Zhang	2011.0
Harsh H. Pareek	2014.0
Ye Ding	2015.0
Weijun Zhong	2006.0
Alan Carleton	2008.0
Reyes Rios-Cabrera	2011.0
Gabriela Mußler	2000.0
Fernando Flores-Mangas	2013.0
Takuya Kida	2012.0
J. K. O'Regan	2003.0
Nicolas Vayatis	2008.2857142857142
Luc Moreau	2005.0
Leonidas J. Guibas	2012.5454545454545
Zhijin Wang	2015.0
Qin Zou	2011.0
Matthieu Geist	2013.0
Pavel Pudil	2009.0
Pavel Brazdil	2005.0
Pamela Rott	2009.0
R. Ghali	2011.0
Xu Lu 0001	2009.0
Milutin Stanacevic	2005.0
Yan Yang	2014.3333333333333
Changhe Yuan	2014.0
Moein Falahatgar	2015.0
Ruotao Xu	2014.0
Ke Gao	2012.0
Zhou Jin	2012.5
Nguyen Lu Dang Khoa	2011.6666666666667
Guozheng Sun	2012.0
Pierluigi Plebani	2009.0
Laiwan Chan	2010.75
Gui-Song Xia	2007.0
Peter W. McOwan	2006.0
Joseph V. Hajnal	2015.0
Zhangang Wang	2014.0
Matthew Coudron	2012.0
Ümit V. Çatalyürek	2013.0
Cuong Anh Le	2005.0
Thomas L. Starr	2009.5
Xinyu Wang	2013.0
Phoury Lei	2012.0
Björn Barrois	2007.0
Tao Xiang	2011.3076923076924
Mingjie Zhao	2005.0
José Antonio Iglesias	2012.0
Theodosis Moschopoulos	2013.0
Toshihiko Yanase	2015.0
Fumihiro Kumeno	2005.0
Alexey V. Chernov	2015.0
Chen Lin	2009.0
Kai-Wen Cheng	2015.0
Naoki Hamada	2015.0
S. Vahid Jazayeri	2008.0
Sebastian Nowozin	2011.0555555555557
V. Sharma	2011.0
Martin Groher	2008.5
Kirk D. Borne	2008.3333333333333
Jianrui Wang	2011.0
Kerry L. Taylor	2014.0
Kalle Ilves	2015.0
Jean-Philippe Morin	2012.0
Wenhui Zhou	2015.0
Changqing Chen	2013.0
Jorge Cordero Hernandez	2008.6666666666667
Karen Pinel-Sauvagnat	2015.0
Paul Rivera	2014.0
Miki Nakagawa	2002.0
Kun Guo	2012.0
Kanagasabai Rajaraman	2002.0
Michael G. Christel	2005.0
André Mayers	2011.0
Vladimir Pavlovic	2005.9473684210527
Xuan Shang	2013.0
Tomoyuki Uchida	2002.3333333333333
Zhe Cao	2007.0
Lorcan Coyle	2012.0
Janice R. Boughton	2009.3333333333333
Alin Dobra	2001.0
Joachim Hornegger	2009.0
SzeWang Fong	2007.5
Jinho Lee	2000.0
Vadim Kantorov	2014.0
Sean West	2013.0
Rasyid Aqmar	2014.0
Joseph Salmon	2014.0
Francis C. M. Lau	2015.0
Bosco S. Tjan	2002.5
Rodolphe Jenatton	2011.25
Mustafa Özuysal	2008.0
Dae Hoon Park	2015.0
Naiwen Bian	2013.0
Sripirakas Sakthithasan	2013.0
I.-Ning Yeh	2013.0
Christopher E. Smith	2001.0
Abduljalil Mohamed	2012.0
Zhong Jin	2008.0
Krysta Marie Svore	2010.5
Cécile Paris	2014.0
Feng Niu	2011.5
Machiel Westerdijk	2000.0
Jovian Lin	2013.5
Nataliya Shapovalova	2013.0
Guiying Wu	2014.0
Timo Volkmer	2004.0
Xueshan Luo	2010.0
Johannes Schemmel	2007.0
Lixiang Li	2011.0
Jiuming Huang	2015.0
Anne Pusey	2005.0
Lutz Frommberger	2015.0
TaeHyun Hwang	2011.0
Mihajlo Grbovic	2013.6666666666667
Marco Zuliani	2005.0
Holger Fröhlich	2005.0
Stefano Pellegrini	2010.0
You Ma	2014.0
Haibin Ling	2011.2777777777778
Harm van Seijen	2013.5
Pornpit Wongthongtham	2009.0
Deepak Rajan	2006.0
Andrew Skabar	2013.0
Xiuzhen Zhang	2008.0
Krishnan Kumar	2007.0
Grace Wahba	2011.0
Kofi Appiah	2010.6666666666667
Christoph Koch 0001	2013.0
Byeong-Soo Jeong	2008.75
Andreas Paepcke	2009.0
Kyomin Jung	2010.6666666666667
Mirco Nanni	2005.8333333333333
Luigi Dragone	2002.0
Amit Behal	2009.0
Zheng-Yu Niu	2014.0
Minkoo Kim	2005.3333333333333
Nino Shervashidze	2009.0
Daniel Cremers	2009.3333333333333
Yunbin Deng	2012.0
Alexander Vezhnevets	2013.0
Huseyin Denli	2014.0
Vassilios Morellas	2011.0
Paige J. Novak	2008.0
Mary Frances Theofanos	2013.0
Marcin Marszalek	2007.1666666666667
Tianyou Chai	2009.0
Qiankun Zhao	2006.8
Nikolaus Augsten	2011.0
Xiao-Nong Zhou	2014.0
Pavel Semukhin	2014.0
Kalpit Desai	2015.0
Yann Mombrun	2009.0
Munirathnam Srikanth	2003.3333333333333
Mordechai Nisenson	2006.0
Huei-Fang Yang	2015.0
Miho Ohsaki	2006.5
Robert M. Haralick	2000.25
Dinesh P. Mehta	2000.0
Feng Liang	2010.2222222222222
Justin Ward	2015.0
Homin K. Lee	2007.75
David Flatow	2015.0
Gianluca Antonini	2011.0
Imen Brahmi	2012.0
Khaled Abdalgader	2013.0
Chong-Ho Choi	2010.0
Qing Xue	2004.0
Qi He	2010.923076923077
Zhuowei Bao	2012.0
Ricky Loynd	2014.0
David Sheinberg	2013.0
Josephine Sullivan	2011.625
Mikel D. Rodriguez	2009.0
Kanwal K. Bhatia	2015.0
S. Nakamura	2001.0
Brian Keith Smith	2007.0
Tao Mei	2011.4117647058824
Chris Russell	2013.0
Stephen Ranshous	2014.0
Ramji Beera	2004.0
Heng Tao Shen	2010.4
Robert D. Skeel	2014.0
Minh Duc Cao	2009.0
Michael R. Piacentino	2009.5
Andrew R. Mitchell	2000.0
Peilin Yang	2014.0
Ming Hua	2009.0
Donggeun Yoo	2015.0
Elaheh Kamaliha	2008.0
Luca Baldassarre	2012.0
Junhao Wen	2014.0
Kareem Darwish	2006.3333333333333
Rashmin Babaria	2007.0
Yangzhou Du	2007.0
Timothy de Vries	2010.0
Chang Shu 0001	2009.5
João Gama	2008.6
Hector C. Alzate Ramirez	2015.0
Neema Moraveji	2008.3333333333333
Teresa Mao	2011.0
Marianne Winslett	2013.5
Steven Garcia	2009.0
Michael S. Lewicki	2003.7142857142858
Keisuke Yamazaki	2007.0
Raymond S. T. Lee	2002.5
István Hegedüs	2013.0
Yusuke Fujiwara	2009.0
Wai Lam	2005.942857142857
Andreas Steininger	2007.5
Lingmin Meng	2000.0
Andreas Velten	2011.5
Daniel Gatica-Perez	2005.6666666666667
Peter T. Pham	2009.0
Erkay Savas	2007.0
Xiong Qiufen	2007.0
Andrew Tomkins	2009.9
Romil Bansal	2014.0
Matthew B. Green	2005.0
Jean-Yves Guillemaut	2013.0
Benjamin C. M. Kao	2010.0
R. Gaborski	2000.0
Adele Diederich	2001.0
Alex D. Leow	2007.5
Xianling Mao	2011.0
Yong Yu	2009.3809523809523
Xin Li 0011	2008.0
Jun-Han Lin	2015.0
Cassidy R. Sugimoto	2009.0
Knud Möller	2011.0
Mohamed Ben Salah	2010.0
Zhiyuan Chen	2012.1666666666667
Rafael Grompone von Gioi	2013.5
Aeron Buchanan	2006.5
Bo-Heng Chen	2014.0
Todd K. Leen	2003.4285714285713
Talma Hendler	2011.0
Kristin Potter	2009.0
Xianzhi Wang	2015.0
Matthias H. Hennig	2003.0
Anthony J. Maeder	2005.0
Tyne Liang	2012.0
Rui Tang	2013.0
Martin Michalowski	2005.0
Bin Gao	2009.5
Richard A. Newcombe	2012.6666666666667
Johan Hedborg	2013.0
Muhammad Muzammal	2011.0
Jason Meltzer	2008.0
Xiao Hu	2005.5
David B. Johnson	2001.0
Rod Adams	2008.0
Kang Xie	2006.0
Matthew Butler	2015.0
Leting Wu	2012.3333333333333
Shuai Ding	2010.8
Antonio Ortega	2014.0
Yang Sok Kim	2011.6666666666667
Sitapa Rujikietgumjorn	2013.0
Mattis Paulin	2013.0
Ying Cai	2006.0
Jin-Hwan Kim	2009.0
Christian Fuchs 0004	2008.0
Guoping Wang	2007.0
Béatrice Duval	2008.0
Zhen Zhang	2015.0
Vartika Singh	2007.0
Pierre-Alain Mouy	2015.0
Kumaresh Pattabiraman	2011.0
Tom Armstrong	2011.0
Ronan Fablet	2006.0
Yi-Ren Yeh	2011.0
Navendu Garg	2006.0
Rakesh K. Sinha	2001.5
Mohamed Nadif	2009.4
Richard T. Snodgrass	2007.0
Fabricio A. Breve	2012.0
Mohammed Al-Dhelaan	2015.0
Umeshwar Dayal	2007.0
Maya Wardeh	2011.0
Zhuoming Xu	2007.5
Maurizio Forte	2010.0
Brian Amberg	2009.0
Meihong Wang	2010.0
Thomas Rölleke	2003.8
Chang-Hung Lee	2002.2
Trevor Campbell	2014.0
Tu-Hoa Pham	2015.0
Ben J. A. Kröse	2004.5
Friedrich Fraundorfer	2009.4
Chen Kong	2014.0
Clement Leung	2014.0
Ramakrishnan Kannan	2011.5
Christophe Andrieu	2007.5
Christopher Bongsoo Choy	2015.0
Ee Ping Ong	2015.0
Xiaomu Song	2007.0
Shiming Zhang	2014.0
Jan N. van Rijn	2015.0
Lorenzo Torresani	2009.076923076923
Takahiko Kawatani	2002.0
Martin Klein	2004.0
Kazuya Yamada	2002.0
Sherif Azary	2013.0
André Bergholz	2003.0
Stefan Conrad 0001	2010.0
Michaël Perrot	2015.0
Michael D. McCool	2010.0
Bikram Sengupta	2015.0
Kazuyuki Matsumoto	2014.0
Mahmudur Rahman	2013.3333333333333
Rodney Hill	2007.0
Qi Tian	2011.3
Fabian Caba Heilbron	2015.0
Carlos Vivaracho-Pascual	2012.0
Magda El Zarki	2011.0
Kiran S. Balagani	2010.3333333333333
Yonghe Niu	2002.0
Jonathon S. Hare	2013.0
Francesco La Rosa	2005.0
Christian Wachinger	2009.75
Paolo Santi	2004.0
Gerhard Knolmayer	2006.0
Cláudio Rebelo de Sá	2011.0
Tatjana Zrimec	2003.0
Sunghyun Cho	2013.5
Kalaivani Sundararajan	2015.0
Okan K. Ersoy	2014.0
Fabien Rico	2012.0
Hao Fang	2015.0
Haizhou Zhao	2009.0
Zongyang Ma	2012.5
Pavel A. Izhutov	2015.0
Stefan Pohl	2012.0
Hao Chen 0005	2006.0
Michael Gashler	2007.0
Yuan Yuan	2012.0
Hung Hay Ho	2007.0
Najla Megherbi	2012.0
Tim van Erven	2012.4285714285713
A. Ercument Cicek	2012.0
Michael E. Farmer	2003.0
Yinpeng Chen	2013.0
Gang Liu	2007.0
Marko Boben	2010.25
Laurianne Sitbon	2011.0
Thorsten Schmidt	2013.0
Theodore Camus	2005.0
Mor Nitzan	2016.0
Ferran Diego Andilla	2013.6666666666667
Nuno Maria	2000.0
Rahul Iyer	2014.0
Lu Qin	2014.3333333333333
Sreenivas R. Sukumar	2008.0
Ariel Rokem	2014.0
Jun Araki	2014.0
Drausin Wulsin	2012.5
Yu Gu 0002	2014.0
Giuseppe Di Fatta	2011.0
James MacGlashan	2010.0
Vincent Delaitre	2011.0
Rei Kawakami	2010.6
Ashley C. Lovell	2002.0
Chan-Hyun Kang	2006.0
Philip K. McKinley	2007.0
Theodore Johnson	2012.0
Zhe Liu	2014.0
Mika Fischer	2007.0
Priya Radhakrishnan	2014.0
Fang Yu	2010.0
Rosie Jones	2007.076923076923
Sascha Alda	2003.0
Ricardo A. Baeza-Yates	2010.625
Amit Banerjee	2010.0
Gabriela Moise	2006.0
Payam Delgosha	2011.0
Rachsuda Jiamthapthaksin	2008.0
Lini T. Thomas	2010.5
Emma Tonkin	2013.0
Marcus Gallagher	2010.5
Shuo Zhang	2010.0
Keli Xiao	2015.0
Maksim Petrov	2015.0
Alexander Zien	2006.857142857143
Massimo Villari	2004.0
David Applegate	2012.0
Shashvata Sharma	2009.5
Pablo de la Fuente	2002.0
Arvind Raghunathan	2011.0
Chuan Luo	2014.0
Xiaohong Jiang	2010.0
Costas S. Tzafestas	2011.0
Demetris Zeinalipour-Yazti	2010.0
Anil Ramakrishna	2015.0
Mingjun Sun	2007.0
Justin Werfel	2003.0
Chun-Nan Hsu	2006.3
Angelos Yannopoulos	2004.0
Xi Zhou	2008.0
Edwin van Huis	2007.0
Hans Friedrich Witschel	2007.0
John Yen	2006.8333333333333
Duc Thanh Nguyen	2014.0
Payam Saisan	2003.0
Emmanuel Viennet	2006.5
Paavo Arvola	2011.3333333333333
Tao Lin	2000.0
Bryan Silverthorn	2010.0
Cane Wing-ki Leung	2010.0
Matthias Hagen	2011.6666666666667
Fuzan Chen	2007.0
John S. Brownstein	2014.5
Robby Goetschalckx	2008.0
Klaus D. Tönnies	2004.0
Anne Jorstad	2011.0
David Hannay	2015.0
Pascal Cathier	2006.0
Liam MacDermed	2013.0
Tom Duckett	2005.0
Robin D. Burke	2010.0
Nick Cramer	2009.0
Steffen Abraham	2008.0
Ken-Hao Liu	2007.0
M. Powell	2005.0
Maribel Yasmina Santos	2013.0
Pierre Kornprobst	2004.5
Kshitiz Kumar	2009.0
Avi Pfeffer	2007.0
Hong-Jiang Zhang	2008.5454545454545
Hui Chen	2010.0
Kenji Araki	2009.0
Elham Ashoori	2009.0
Huiming Qu	2006.5
Nikolas Jorge S. Carneiro	2010.0
Edward Keefer	2009.0
Ilana Podlipsky	2011.0
Chao Luo	2011.0
Daniel R. Masys	2012.0
Reed H. Petty	2015.0
David G. Lowe	2006.3333333333333
Akira Yasuda	2014.5
Yu-Xiong Wang	2014.0
Michael R. Berthold	2008.5
Lei Yu	2007.5555555555557
Omer Bobrowski	2007.0
Kuo-Wei Hsu	2009.4
Markus Hagenbuchner	2005.0
Ross S. Eaton	2005.0
Tok Wang Ling	2010.0
Jürgen Tchorz	2000.0
Denis V. Chigirev	2003.0
Jun Yang 0003	2007.0
Sylvia Richardson	2011.0
Richard Germain	2008.0
Nam Vo	2011.0
Yelena Yesha	2008.5
Kyogu Lee	2014.0
Leon Wenliang Zhong	2013.0
Xiaoyun Zhang	2005.0
Yixu Song	2008.0
Michael Anderson	2001.0
Thomas Strohmann	2002.5
Lei Jia	2007.0
Jiwei Liu	2015.0
Jens Kattge	2012.0
Gayathri Ravichandran Geetha	2011.0
Vinay Sharma	2006.0
Francisco S. Melo	2007.5
Roi Weiss	2014.0
Shai Harel	2015.0
Emile Contal	2014.0
Hyoseop Shin	2006.5
Haoran Li	2015.0
Zvika Marx	2002.0
Dong-mei Yang	2012.0
Arjen Hommersom	2007.0
Hualin Xu	2014.0
Rob de Groot	2000.0
Bertrand Cuissart	2015.0
Guido Nolte	2008.0
Andrea Cavallaro	2008.0
Ana Arruarte Lasa	2014.0
Christopher Srinivasa	2014.0
Bernhard Rinner	2011.5
Kang Peng	2004.0
Eslam A. Mostafa	2015.0
Won Suk Lee	2006.6
Torben Bach Pedersen	2013.2
Hoong Kee Ng	2007.0
Emilio J. Almazan	2013.0
Mukesh K. Mohania	2009.0
Sung Hee Park	2014.0
Usama M. Fayyad	2004.0
Alexander Rakhlin	2010.64
Zhuwen Li	2014.5
Timothy C. Havens	2012.0
Chong Wang	2011.0714285714287
Ling Qiu	2006.0
Olga Vechtomova	2006.6666666666667
Vincent Thomas	2011.0
Toshiro Kubota	2003.6666666666667
Nathaniel J. Smith	2013.0
Hiroyuki Higuchi	2015.0
Yanyan Lan	2012.8125
Dmitry I. Ignatov	2013.6666666666667
Donghoon Lee	2015.0
Songhua Xing	2012.0
Ajay Shekhawat	2013.0
Stefano Basta	2009.3333333333333
Wei Pan	2009.0
Simon Dennis	2000.0
Henner Graubitz	2001.0
João Francisco Valiati	2006.0
Yi-Zheng Chen	2014.0
Yan Xia	2015.0
Alexander K. Scheel	2002.0
Raghu Ramakrishnan	2006.2
Jingjing Zhang	2015.0
Michael D. Lieberman	2011.5
Matthias Kormaksson	2014.0
Marcelo Bernardes Vieira	2005.0
Chihiro Ito	2015.0
Zhaojing Zhang	2015.0
Edmond Boyer	2009.1176470588234
Scott Kirkpatrick	2004.0
Ashish Sabharwal	2011.0
Xiaofeng Zhang	2010.0
Gopinath R. Kuduvalli	2006.0
Yasushi Yagi	2010.2222222222222
Janez Brank	2004.0
Miguel Angel Lozano	2010.5
Qi Zhang	2009.625
Valentina Sintsova	2014.0
Antti Puurula	2014.0
Verena Kantere	2010.0
Paula Valsasina	2006.0
Byung-Gon Chun	2010.0
Jie Chi	2004.0
Peter Szabó	2005.0
Wan-Chi Siu	2011.0
Pavel P. Kuksa	2009.75
Xindong Wu	2009.6666666666667
Khe Chai Sim	2008.0
Johannes Fischer 0001	2005.6666666666667
Boriana L. Milenova	2002.0
H. Seckin Demir	2015.0
João Paulo Neto	2013.0
Chandramouli Paramanand	2011.5
Jackey Ng	2006.0
Anastasios Zouzias	2011.6666666666667
Leonid Churilov	2008.0
Jihun Ham	2006.5
Hern-soo Hahn	2012.0
Stefano Leonardi	2009.5
Walid G. Aref	2008.75
Ryo Yonetani	2015.0
Masabumi Furuhata	2010.0
Andreas Robinson	2014.0
Cibin George	2011.0
Chanki Yu	2010.0
Tien-Lung Chang	2006.5
Nikolaos A. Laskaris	2005.0
Min-Hwan Kim	2001.0
Yu-Wei Chiu	2014.0
Sebastian Millner	2010.0
Naresh Manwani	2015.0
Haoliang Jiang	2006.0
Ping Xiong	2014.0
Matteo Carandini	2003.0
Jingjing Zheng	2013.5
Fan Deng	2010.0
Deyu Zhou	2008.5
Tomy Tsai	2006.0
Min-Hung Chen	2014.0
Rasikan David	2000.5
Antonio Acosta-Jimenez	2005.0
Rezarta Islamaj Dogan	2007.0
Jens-Michalis Papaioannou	2012.0
Roger Levy	2006.0
Monica S. Lam	2015.0
Aayush Sharma	2008.0
